Data Point,Voltage,SOC
15584,3.794,71.68553208
15585,3.794,71.68371518
15586,3.794,71.68189829
15587,3.794,71.6800814
15588,3.794,71.6782645
15589,3.794,71.67644761
15590,3.794,71.67463072
15591,3.794,71.67281382
15592,3.794,71.67099693
15593,3.794,71.66918004
15594,3.794,71.66736314
15595,3.794,71.66554625
15596,3.794,71.66372936
15597,3.794,71.66191246
15598,3.794,71.66009557
15599,3.794,71.65827868
15600,3.794,71.65646178
15601,3.794,71.65464489
15602,3.794,71.65282799
15603,3.794,71.6510111
15604,3.794,71.64919421
15605,3.794,71.64737731
15606,3.794,71.64556042
15607,3.794,71.64374353
15608,3.794,71.64192663
15609,3.794,71.64010974
15610,3.794,71.63829285
15611,3.794,71.63647595
15612,3.794,71.63465906
15613,3.794,71.63284217
15614,3.794,71.63102527
15615,3.794,71.62920838
15616,3.794,71.62739149
15617,3.794,71.62557459
15618,3.794,71.6237577
15619,3.794,71.62194081
15620,3.794,71.62012391
15621,3.794,71.61830702
15622,3.794,71.61649013
15623,3.794,71.61467323
15624,3.794,71.61285634
15625,3.794,71.61103944
15626,3.794,71.60922255
15627,3.794,71.60740566
15628,3.794,71.60558876
15629,3.794,71.60377187
15630,3.794,71.60195498
15631,3.794,71.60013808
15632,3.794,71.59832119
15633,3.794,71.5965043
15634,3.794,71.5946874
15635,3.794,71.59287051
15636,3.794,71.59105362
15637,3.794,71.58923672
15638,3.794,71.58741983
15639,3.794,71.58560294
15640,3.794,71.58378604
15641,3.794,71.58196915
15642,3.794,71.58015226
15643,3.794,71.57833536
15644,3.794,71.57651847
15645,3.794,71.57470158
15646,3.794,71.57288468
15647,3.794,71.57106779
15648,3.794,71.56925089
15649,3.794,71.567434
15650,3.794,71.56561711
15651,3.794,71.56380021
15652,3.794,71.56198332
15653,3.794,71.56016643
15654,3.794,71.55834953
15655,3.794,71.55653264
15656,3.794,71.55471575
15657,3.794,71.55289885
15658,3.794,71.55108196
15659,3.794,71.54926507
15660,3.794,71.54744817
15661,3.794,71.54563128
15662,3.794,71.54381439
15663,3.794,71.54199749
15664,3.794,71.5401806
15665,3.794,71.53836371
15666,3.794,71.53654681
15667,3.794,71.53472992
15668,3.794,71.53291303
15669,3.794,71.53109613
15670,3.794,71.52927924
15671,3.794,71.52746234
15672,3.794,71.52564545
15673,3.794,71.52382856
15674,3.794,71.52201166
15675,3.794,71.52019477
15676,3.794,71.51837788
15677,3.794,71.51656098
15678,3.794,71.51474409
15679,3.794,71.5129272
15680,3.794,71.5111103
15681,3.794,71.50929341
15682,3.794,71.50747652
15683,3.794,71.50565962
15684,3.794,71.50384273
15685,3.794,71.50202584
15686,3.794,71.50020894
15687,3.794,71.49839205
15688,3.794,71.49657516
15689,3.794,71.49475826
15690,3.794,71.49294137
15691,3.794,71.49112448
15692,3.794,71.48930758
15693,3.794,71.48749069
15694,3.794,71.48567379
15695,3.794,71.4838569
15696,3.794,71.48204001
15697,3.794,71.48022311
15698,3.794,71.47840622
15699,3.794,71.47658933
15700,3.794,71.47477243
15701,3.794,71.47295554
15702,3.794,71.47113865
15703,3.794,71.46932175
15704,3.794,71.46750486
15705,3.793,71.46568797
15706,3.793,71.46387107
15707,3.793,71.46205418
15708,3.793,71.46023729
15709,3.794,71.45842039
15710,3.793,71.4566035
15711,3.794,71.45478661
15712,3.793,71.45296971
15713,3.793,71.45115282
15714,3.793,71.44933593
15715,3.793,71.44751903
15716,3.793,71.44570214
15717,3.793,71.44388525
15718,3.793,71.44206835
15719,3.793,71.44025146
15720,3.793,71.43843456
15721,3.793,71.43661767
15722,3.793,71.43480078
15723,3.793,71.43298388
15724,3.793,71.43116699
15725,3.793,71.4293501
15726,3.793,71.4275332
15727,3.793,71.42571631
15728,3.793,71.42389942
15729,3.793,71.42208252
15730,3.793,71.42026563
15731,3.793,71.41844874
15732,3.793,71.41663184
15733,3.793,71.41481495
15734,3.793,71.41299806
15735,3.793,71.41118116
15736,3.793,71.40936427
15737,3.793,71.40754738
15738,3.793,71.40573048
15739,3.793,71.40391359
15740,3.793,71.4020967
15741,3.793,71.4002798
15742,3.793,71.39846291
15743,3.793,71.39664601
15744,3.793,71.39482912
15745,3.793,71.39301223
15746,3.793,71.39119533
15747,3.793,71.38937844
15748,3.793,71.38756155
15749,3.793,71.38574465
15750,3.793,71.38392776
15751,3.793,71.38211087
15752,3.793,71.38029397
15753,3.793,71.37847708
15754,3.793,71.37666019
15755,3.793,71.37484329
15756,3.793,71.3730264
15757,3.793,71.37120951
15758,3.793,71.36939261
15759,3.793,71.36757572
15760,3.793,71.36575883
15761,3.793,71.36394193
15762,3.793,71.36212504
15763,3.793,71.36030815
15764,3.793,71.35849125
15765,3.793,71.35667436
15766,3.793,71.35485746
15767,3.793,71.35304057
15768,3.793,71.35122368
15769,3.793,71.34940678
15770,3.793,71.34758989
15771,3.793,71.345773
15772,3.793,71.3439561
15773,3.793,71.34213921
15774,3.793,71.34032232
15775,3.793,71.33850542
15776,3.793,71.33668853
15777,3.793,71.33487164
15778,3.793,71.33305474
15779,3.793,71.33123785
15780,3.792,71.32942096
15781,3.792,71.32760406
15782,3.793,71.32578717
15783,3.793,71.32397028
15784,3.793,71.32215338
15785,3.793,71.32033649
15786,3.793,71.3185196
15787,3.793,71.3167027
15788,3.793,71.31488581
15789,3.793,71.31306891
15790,3.792,71.31125202
15791,3.792,71.30943513
15792,3.793,71.30761823
15793,3.792,71.30580134
15794,3.792,71.30398445
15795,3.792,71.30216755
15796,3.792,71.30035066
15797,3.792,71.29853377
15798,3.792,71.29671687
15799,3.792,71.29489998
15800,3.792,71.29308309
15801,3.792,71.29126619
15802,3.792,71.2894493
15803,3.792,71.28763241
15804,3.792,71.28581551
15805,3.792,71.28399862
15806,3.792,71.28218173
15807,3.792,71.28036483
15808,3.792,71.27854794
15809,3.792,71.27673105
15810,3.792,71.27491415
15811,3.792,71.27309726
15812,3.792,71.27128036
15813,3.792,71.26946347
15814,3.792,71.26764658
15815,3.792,71.26582968
15816,3.792,71.26401279
15817,3.792,71.2621959
15818,3.792,71.260379
15819,3.792,71.25856211
15820,3.792,71.25674522
15821,3.792,71.25492832
15822,3.792,71.25311143
15823,3.792,71.25129454
15824,3.792,71.24947764
15825,3.791,71.24766075
15826,3.792,71.24584386
15827,3.791,71.24402696
15828,3.791,71.24221007
15829,3.791,71.24039318
15830,3.791,71.23857628
15831,3.791,71.23675939
15832,3.791,71.2349425
15833,3.791,71.2331256
15834,3.791,71.23130871
15835,3.791,71.22949181
15836,3.791,71.22767492
15837,3.791,71.22585803
15838,3.791,71.22404113
15839,3.791,71.22222424
15840,3.791,71.22040735
15841,3.791,71.21859045
15842,3.791,71.21677356
15843,3.791,71.21495667
15844,3.791,71.21313977
15845,3.791,71.21132288
15846,3.791,71.20950599
15847,3.791,71.20768909
15848,3.791,71.2058722
15849,3.791,71.20405531
15850,3.791,71.20223841
15851,3.791,71.20042152
15852,3.791,71.19860463
15853,3.791,71.19678773
15854,3.791,71.19497084
15855,3.79,71.19315395
15856,3.79,71.19133705
15857,3.791,71.18952016
15858,3.791,71.18770326
15859,3.791,71.18588637
15860,3.79,71.18406948
15861,3.79,71.18225258
15862,3.791,71.18043569
15863,3.791,71.1786188
15864,3.791,71.1768019
15865,3.791,71.17498501
15866,3.79,71.17316812
15867,3.79,71.17135122
15868,3.79,71.16953433
15869,3.79,71.16771744
15870,3.79,71.16590054
15871,3.79,71.16408365
15872,3.79,71.16226676
15873,3.79,71.16044986
15874,3.79,71.15863297
15875,3.79,71.15681608
15876,3.79,71.15499918
15877,3.79,71.15318229
15878,3.79,71.1513654
15879,3.79,71.1495485
15880,3.79,71.14773161
15881,3.79,71.14591472
15882,3.79,71.14409782
15883,3.79,71.14228093
15884,3.79,71.14046403
15885,3.79,71.13864714
15886,3.79,71.13683025
15887,3.79,71.13501335
15888,3.79,71.13319646
15889,3.79,71.13137957
15890,3.79,71.12956267
15891,3.79,71.12774578
15892,3.79,71.12592889
15893,3.79,71.12411199
15894,3.79,71.1222951
15895,3.79,71.12047821
15896,3.79,71.11866131
15897,3.79,71.11684442
15898,3.79,71.11502753
15899,3.79,71.11321063
15900,3.79,71.11139374
15901,3.79,71.10957685
15902,3.79,71.10775995
15903,3.79,71.10594306
15904,3.79,71.10412617
15905,3.79,71.10230927
15906,3.79,71.10049238
15907,3.79,71.09867548
15908,3.79,71.09685859
15909,3.79,71.0950417
15910,3.79,71.0932248
15911,3.79,71.09140791
15912,3.79,71.08959102
15913,3.79,71.08777412
15914,3.79,71.08595723
15915,3.79,71.08414034
15916,3.79,71.08232344
15917,3.79,71.08050655
15918,3.79,71.07868966
15919,3.79,71.07687276
15920,3.79,71.07505587
15921,3.79,71.07323898
15922,3.79,71.07142208
15923,3.79,71.06960519
15924,3.79,71.0677883
15925,3.79,71.0659714
15926,3.79,71.06415451
15927,3.79,71.06233762
15928,3.79,71.06052072
15929,3.79,71.05870383
15930,3.79,71.05688693
15931,3.79,71.05507004
15932,3.79,71.05325315
15933,3.79,71.05143625
15934,3.79,71.04961936
15935,3.79,71.04780247
15936,3.79,71.04598557
15937,3.79,71.04416868
15938,3.79,71.04235179
15939,3.789,71.04053489
15940,3.79,71.038718
15941,3.79,71.03690111
15942,3.79,71.03508421
15943,3.789,71.03326732
15944,3.79,71.03145043
15945,3.789,71.02963353
15946,3.789,71.02781664
15947,3.789,71.02599975
15948,3.789,71.02418285
15949,3.789,71.02236596
15950,3.789,71.02054907
15951,3.789,71.01873217
15952,3.789,71.01691528
15953,3.789,71.01509838
15954,3.789,71.01328149
15955,3.789,71.0114646
15956,3.789,71.0096477
15957,3.789,71.00783081
15958,3.789,71.00601392
15959,3.789,71.00419702
15960,3.789,71.00238013
15961,3.789,71.00056324
15962,3.789,70.99874634
15963,3.789,70.99692945
15964,3.789,70.99511256
15965,3.789,70.99329566
15966,3.789,70.99147877
15967,3.789,70.98966188
15968,3.789,70.98784498
15969,3.789,70.98602809
15970,3.789,70.9842112
15971,3.789,70.9823943
15972,3.789,70.98057741
15973,3.789,70.97876052
15974,3.789,70.97694362
15975,3.789,70.97512673
15976,3.789,70.97330983
15977,3.789,70.97149294
15978,3.789,70.96967605
15979,3.789,70.96785915
15980,3.789,70.96604226
15981,3.789,70.96422537
15982,3.789,70.96240847
15983,3.789,70.96059158
15984,3.789,70.95877469
15985,3.789,70.95695779
15986,3.789,70.9551409
15987,3.789,70.95332401
15988,3.789,70.95150711
15989,3.789,70.94969022
15990,3.789,70.94787333
15991,3.789,70.94605643
15992,3.789,70.94423954
15993,3.789,70.94242265
15994,3.789,70.94060575
15995,3.789,70.93878886
15996,3.789,70.93697197
15997,3.789,70.93515507
15998,3.789,70.93333818
15999,3.789,70.93152128
16000,3.789,70.92970439
16001,3.789,70.9278875
16002,3.789,70.9260706
16003,3.789,70.92425371
16004,3.789,70.92243682
16005,3.789,70.92061992
16006,3.789,70.91880303
16007,3.789,70.91698614
16008,3.789,70.91516924
16009,3.789,70.91335235
16010,3.789,70.91153546
16011,3.789,70.90971856
16012,3.789,70.90790167
16013,3.789,70.90608478
16014,3.789,70.90426788
16015,3.789,70.90245099
16016,3.789,70.9006341
16017,3.789,70.8988172
16018,3.789,70.89700031
16019,3.789,70.89518342
16020,3.789,70.89336652
16021,3.789,70.89154963
16022,3.789,70.88973273
16023,3.789,70.88791584
16024,3.789,70.88609895
16025,3.789,70.88428205
16026,3.789,70.88246516
16027,3.789,70.88064827
16028,3.789,70.87883137
16029,3.789,70.87701448
16030,3.789,70.87519759
16031,3.789,70.87338069
16032,3.789,70.8715638
16033,3.789,70.86974691
16034,3.789,70.86793001
16035,3.789,70.86611312
16036,3.789,70.86429623
16037,3.789,70.86247933
16038,3.789,70.86066244
16039,3.789,70.85884555
16040,3.789,70.85702865
16041,3.789,70.85521176
16042,3.789,70.85339487
16043,3.789,70.85157797
16044,3.789,70.84976108
16045,3.789,70.84794419
16046,3.789,70.84612729
16047,3.789,70.8443104
16048,3.789,70.8424935
16049,3.789,70.84067661
16050,3.789,70.83885972
16051,3.789,70.83704282
16052,3.789,70.83522593
16053,3.789,70.83340904
16054,3.789,70.83159214
16055,3.789,70.82977525
16056,3.789,70.82795836
16057,3.789,70.82614146
16058,3.789,70.82432457
16059,3.789,70.82250768
16060,3.789,70.82069078
16061,3.789,70.81887389
16062,3.789,70.817057
16063,3.789,70.8152401
16064,3.789,70.81342321
16065,3.789,70.81160632
16066,3.789,70.80978942
16067,3.789,70.80797253
16068,3.789,70.80615564
16069,3.789,70.80433874
16070,3.789,70.80252185
16071,3.789,70.80070495
16072,3.789,70.79888806
16073,3.789,70.79707117
16074,3.789,70.79525427
16075,3.789,70.79343738
16076,3.789,70.79162049
16077,3.789,70.78980359
16078,3.789,70.7879867
16079,3.789,70.78616981
16080,3.789,70.78435291
16081,3.789,70.78253602
16082,3.789,70.78071913
16083,3.789,70.77890223
16084,3.789,70.77708534
16085,3.789,70.77526845
16086,3.789,70.77345155
16087,3.789,70.77163466
16088,3.789,70.76981777
16089,3.789,70.76800087
16090,3.789,70.76618398
16091,3.789,70.76436709
16092,3.789,70.76255019
16093,3.789,70.7607333
16094,3.789,70.7589164
16095,3.789,70.75709951
16096,3.789,70.75528262
16097,3.789,70.75346572
16098,3.789,70.75164883
16099,3.789,70.74983194
16100,3.789,70.74801504
16101,3.789,70.74619815
16102,3.789,70.74438126
16103,3.789,70.74256436
16104,3.789,70.74074747
16105,3.788,70.73893058
16106,3.788,70.73711368
16107,3.788,70.73529679
16108,3.788,70.7334799
16109,3.788,70.731663
16110,3.788,70.72984611
16111,3.788,70.72802922
16112,3.788,70.72621232
16113,3.788,70.72439543
16114,3.788,70.72257854
16115,3.788,70.72076164
16116,3.788,70.71894475
16117,3.788,70.71712785
16118,3.788,70.71531096
16119,3.788,70.71349407
16120,3.788,70.71167717
16121,3.788,70.70986028
16122,3.788,70.70804339
16123,3.788,70.70622649
16124,3.788,70.7044096
16125,3.788,70.70259271
16126,3.788,70.70077581
16127,3.788,70.69895892
16128,3.788,70.69714203
16129,3.788,70.69532513
16130,3.788,70.69350824
16131,3.788,70.69169135
16132,3.788,70.68987445
16133,3.788,70.68805756
16134,3.788,70.68624067
16135,3.788,70.68442377
16136,3.788,70.68260688
16137,3.787,70.68078999
16138,3.787,70.67897309
16139,3.787,70.6771562
16140,3.788,70.6753393
16141,3.788,70.67352241
16142,3.788,70.67170552
16143,3.787,70.66988862
16144,3.787,70.66807173
16145,3.788,70.66625484
16146,3.787,70.66443794
16147,3.787,70.66262105
16148,3.787,70.66080416
16149,3.787,70.65898726
16150,3.787,70.65717037
16151,3.787,70.65535348
16152,3.787,70.65353658
16153,3.787,70.65171969
16154,3.787,70.6499028
16155,3.787,70.6480859
16156,3.787,70.64626901
16157,3.787,70.64445212
16158,3.787,70.64263522
16159,3.787,70.64081833
16160,3.787,70.63900144
16161,3.787,70.63718454
16162,3.787,70.63536765
16163,3.787,70.63355075
16164,3.787,70.63173386
16165,3.787,70.62991697
16166,3.787,70.62810007
16167,3.787,70.62628318
16168,3.787,70.62446629
16169,3.787,70.62264939
16170,3.787,70.6208325
16171,3.787,70.61901561
16172,3.787,70.61719871
16173,3.787,70.61538182
16174,3.787,70.61356493
16175,3.787,70.61174803
16176,3.786,70.60993114
16177,3.786,70.60811425
16178,3.786,70.60629735
16179,3.786,70.60448046
16180,3.787,70.60266357
16181,3.786,70.60084667
16182,3.787,70.59902978
16183,3.786,70.59721289
16184,3.786,70.59539599
16185,3.786,70.5935791
16186,3.786,70.5917622
16187,3.786,70.58994531
16188,3.786,70.58812842
16189,3.786,70.58631152
16190,3.786,70.58449463
16191,3.786,70.58267774
16192,3.786,70.58086084
16193,3.786,70.57904395
16194,3.786,70.57722706
16195,3.786,70.57541016
16196,3.786,70.57359327
16197,3.786,70.57177638
16198,3.786,70.56995948
16199,3.786,70.56814259
16200,3.786,70.5663257
16201,3.786,70.5645088
16202,3.786,70.56269191
16203,3.786,70.56087502
16204,3.786,70.55905812
16205,3.786,70.55724123
16206,3.786,70.55542434
16207,3.786,70.55360744
16208,3.786,70.55179055
16209,3.786,70.54997366
16210,3.786,70.54815676
16211,3.786,70.54633987
16212,3.786,70.54452297
16213,3.786,70.54270608
16214,3.786,70.54088919
16215,3.786,70.53907229
16216,3.786,70.5372554
16217,3.786,70.53543851
16218,3.786,70.53362161
16219,3.786,70.53180472
16220,3.786,70.52998783
16221,3.786,70.52817093
16222,3.786,70.52635404
16223,3.786,70.52453715
16224,3.786,70.52272025
16225,3.786,70.52090336
16226,3.786,70.51908647
16227,3.786,70.51726957
16228,3.786,70.51545268
16229,3.786,70.51363579
16230,3.786,70.51181889
16231,3.785,70.510002
16232,3.786,70.50818511
16233,3.786,70.50636821
16234,3.785,70.50455132
16235,3.786,70.50273442
16236,3.786,70.50091753
16237,3.786,70.49910064
16238,3.785,70.49728374
16239,3.786,70.49546685
16240,3.785,70.49364996
16241,3.785,70.49183306
16242,3.785,70.49001617
16243,3.785,70.48819928
16244,3.785,70.48638238
16245,3.785,70.48456549
16246,3.785,70.4827486
16247,3.785,70.4809317
16248,3.785,70.47911481
16249,3.785,70.47729792
16250,3.785,70.47548102
16251,3.785,70.47366413
16252,3.785,70.47184724
16253,3.785,70.47003034
16254,3.785,70.46821345
16255,3.785,70.46639656
16256,3.785,70.46457966
16257,3.785,70.46276277
16258,3.785,70.46094587
16259,3.785,70.45912898
16260,3.785,70.45731209
16261,3.785,70.45549519
16262,3.785,70.4536783
16263,3.785,70.45186141
16264,3.785,70.45004451
16265,3.785,70.44822762
16266,3.785,70.44641073
16267,3.785,70.44459383
16268,3.785,70.44277694
16269,3.785,70.44096005
16270,3.785,70.43914315
16271,3.785,70.43732626
16272,3.785,70.43550937
16273,3.785,70.43369247
16274,3.785,70.43187558
16275,3.785,70.43005869
16276,3.785,70.42824179
16277,3.785,70.4264249
16278,3.785,70.42460801
16279,3.785,70.42279111
16280,3.785,70.42097422
16281,3.785,70.41915732
16282,3.785,70.41734043
16283,3.785,70.41552354
16284,3.785,70.41370664
16285,3.785,70.41188975
16286,3.785,70.41007286
16287,3.785,70.40825596
16288,3.785,70.40643907
16289,3.785,70.40462218
16290,3.785,70.40280528
16291,3.785,70.40098839
16292,3.785,70.3991715
16293,3.785,70.3973546
16294,3.785,70.39553771
16295,3.785,70.39372082
16296,3.785,70.39190392
16297,3.785,70.39008703
16298,3.785,70.38827014
16299,3.785,70.38645324
16300,3.785,70.38463635
16301,3.785,70.38281946
16302,3.785,70.38100256
16303,3.785,70.37918567
16304,3.785,70.37736877
16305,3.785,70.37555188
16306,3.785,70.37373499
16307,3.785,70.37191809
16308,3.785,70.3701012
16309,3.785,70.36828431
16310,3.785,70.36646741
16311,3.785,70.36465052
16312,3.785,70.36283363
16313,3.785,70.36101673
16314,3.785,70.35919984
16315,3.785,70.35738295
16316,3.785,70.35556605
16317,3.785,70.35374916
16318,3.785,70.35193227
16319,3.785,70.35011537
16320,3.785,70.34829848
16321,3.785,70.34648159
16322,3.785,70.34466469
16323,3.785,70.3428478
16324,3.785,70.34103091
16325,3.785,70.33921401
16326,3.785,70.33739712
16327,3.785,70.33558022
16328,3.785,70.33376333
16329,3.785,70.33194644
16330,3.785,70.33012954
16331,3.785,70.32831265
16332,3.785,70.32649576
16333,3.785,70.32467886
16334,3.785,70.32286197
16335,3.785,70.32104508
16336,3.785,70.31922818
16337,3.785,70.31741129
16338,3.785,70.3155944
16339,3.785,70.3137775
16340,3.785,70.31196061
16341,3.785,70.31014372
16342,3.785,70.30832682
16343,3.785,70.30650993
16344,3.785,70.30469304
16345,3.785,70.30287614
16346,3.785,70.30105925
16347,3.785,70.29924236
16348,3.785,70.29742546
16349,3.785,70.29560857
16350,3.785,70.29379167
16351,3.785,70.29197478
16352,3.785,70.29015789
16353,3.785,70.28834099
16354,3.785,70.2865241
16355,3.785,70.28470721
16356,3.785,70.28289031
16357,3.785,70.28107342
16358,3.785,70.27925653
16359,3.785,70.27743963
16360,3.785,70.27562274
16361,3.785,70.27380585
16362,3.785,70.27198895
16363,3.785,70.27017206
16364,3.785,70.26835517
16365,3.785,70.26653827
16366,3.785,70.26472138
16367,3.785,70.26290449
16368,3.785,70.26108759
16369,3.785,70.2592707
16370,3.785,70.25745381
16371,3.785,70.25563691
16372,3.785,70.25382002
16373,3.785,70.25200313
16374,3.785,70.25018623
16375,3.785,70.24836934
16376,3.785,70.24655244
16377,3.785,70.24473555
16378,3.785,70.24291866
16379,3.785,70.24110176
16380,3.785,70.23928487
16381,3.785,70.23746798
16382,3.785,70.23565108
16383,3.785,70.23383419
16384,3.785,70.2320173
16385,3.785,70.2302004
16386,3.785,70.22838351
16387,3.785,70.22656662
16388,3.785,70.22474972
16389,3.785,70.22293283
16390,3.785,70.22111594
16391,3.785,70.21929904
16392,3.785,70.21748215
16393,3.785,70.21566526
16394,3.785,70.21384836
16395,3.785,70.21203147
16396,3.785,70.21021458
16397,3.785,70.20839768
16398,3.785,70.20658079
16399,3.785,70.20476389
16400,3.784,70.202947
16401,3.784,70.20113011
16402,3.785,70.19931321
16403,3.785,70.19749632
16404,3.784,70.19567943
16405,3.784,70.19386253
16406,3.785,70.19204564
16407,3.785,70.19022875
16408,3.784,70.18841185
16409,3.785,70.18659496
16410,3.784,70.18477807
16411,3.784,70.18296117
16412,3.785,70.18114428
16413,3.785,70.17932739
16414,3.784,70.17751049
16415,3.784,70.1756936
16416,3.784,70.17387671
16417,3.784,70.17205981
16418,3.784,70.17024292
16419,3.784,70.16842603
16420,3.784,70.16660913
16421,3.784,70.16479224
16422,3.784,70.16297534
16423,3.784,70.16115845
16424,3.784,70.15934156
16425,3.784,70.15752466
16426,3.784,70.15570777
16427,3.784,70.15389088
16428,3.784,70.15207398
16429,3.784,70.15025709
16430,3.784,70.1484402
16431,3.784,70.1466233
16432,3.784,70.14480641
16433,3.784,70.14298952
16434,3.784,70.14117262
16435,3.784,70.13935573
16436,3.784,70.13753884
16437,3.784,70.13572194
16438,3.784,70.13390505
16439,3.784,70.13208816
16440,3.784,70.13027126
16441,3.784,70.12845437
16442,3.784,70.12663748
16443,3.784,70.12482058
16444,3.784,70.12300369
16445,3.784,70.12118679
16446,3.784,70.1193699
16447,3.784,70.11755301
16448,3.784,70.11573611
16449,3.784,70.11391922
16450,3.784,70.11210233
16451,3.784,70.11028543
16452,3.784,70.10846854
16453,3.783,70.10665165
16454,3.783,70.10483475
16455,3.784,70.10301786
16456,3.783,70.10120097
16457,3.783,70.09938407
16458,3.783,70.09756718
16459,3.783,70.09575029
16460,3.783,70.09393339
16461,3.783,70.0921165
16462,3.783,70.09029961
16463,3.783,70.08848271
16464,3.783,70.08666582
16465,3.783,70.08484893
16466,3.783,70.08303203
16467,3.783,70.08121514
16468,3.783,70.07939824
16469,3.783,70.07758135
16470,3.783,70.07576446
16471,3.783,70.07394756
16472,3.783,70.07213067
16473,3.783,70.07031378
16474,3.783,70.06849688
16475,3.783,70.06667999
16476,3.783,70.0648631
16477,3.783,70.0630462
16478,3.783,70.06122931
16479,3.783,70.05941242
16480,3.783,70.05759552
16481,3.783,70.05577863
16482,3.783,70.05396174
16483,3.782,70.05214484
16484,3.782,70.05032795
16485,3.782,70.04851106
16486,3.782,70.04669416
16487,3.782,70.04487727
16488,3.782,70.04306038
16489,3.782,70.04124348
16490,3.782,70.03942659
16491,3.782,70.03760969
16492,3.782,70.0357928
16493,3.782,70.03397591
16494,3.782,70.03215901
16495,3.782,70.03034212
16496,3.782,70.02852523
16497,3.782,70.02670833
16498,3.782,70.02489144
16499,3.782,70.02307455
16500,3.782,70.02125765
16501,3.782,70.01944076
16502,3.782,70.01762387
16503,3.782,70.01580697
16504,3.782,70.01399008
16505,3.782,70.01217319
16506,3.782,70.01035629
16507,3.782,70.0085394
16508,3.782,70.00672251
16509,3.782,70.00490561
16510,3.782,70.00308872
16511,3.782,70.00127183
16512,3.782,69.99945493
16513,3.782,69.99763804
16514,3.781,69.99582115
16515,3.781,69.99400425
16516,3.781,69.99218736
16517,3.781,69.99037046
16518,3.781,69.98855357
16519,3.782,69.98673668
16520,3.781,69.98491978
16521,3.781,69.98310289
16522,3.781,69.981286
16523,3.781,69.9794691
16524,3.781,69.97765221
16525,3.781,69.97583532
16526,3.781,69.97401842
16527,3.781,69.97220153
16528,3.781,69.97038464
16529,3.781,69.96856774
16530,3.781,69.96675085
16531,3.781,69.96493396
16532,3.781,69.96311706
16533,3.781,69.96130017
16534,3.781,69.95948328
16535,3.781,69.95766638
16536,3.781,69.95584949
16537,3.781,69.9540326
16538,3.781,69.9522157
16539,3.781,69.95039881
16540,3.781,69.94858191
16541,3.781,69.94676502
16542,3.781,69.94494813
16543,3.781,69.94313123
16544,3.781,69.94131434
16545,3.781,69.93949745
16546,3.781,69.93768055
16547,3.781,69.93586366
16548,3.781,69.93404677
16549,3.781,69.93222987
16550,3.781,69.93041298
16551,3.781,69.92859609
16552,3.781,69.92677919
16553,3.781,69.9249623
16554,3.781,69.92314541
16555,3.781,69.92132851
16556,3.781,69.91951162
16557,3.781,69.91769473
16558,3.78,69.91587783
16559,3.781,69.91406094
16560,3.78,69.91224405
16561,3.781,69.91042715
16562,3.78,69.90861026
16563,3.78,69.90679336
16564,3.78,69.90497647
16565,3.78,69.90315958
16566,3.78,69.90134268
16567,3.78,69.89952579
16568,3.78,69.8977089
16569,3.78,69.895892
16570,3.78,69.89407511
16571,3.78,69.89225822
16572,3.78,69.89044132
16573,3.78,69.88862443
16574,3.78,69.88680754
16575,3.78,69.88499064
16576,3.78,69.88317375
16577,3.78,69.88135686
16578,3.78,69.87953996
16579,3.78,69.87772307
16580,3.78,69.87590618
16581,3.78,69.87408928
16582,3.78,69.87227239
16583,3.78,69.8704555
16584,3.78,69.8686386
16585,3.78,69.86682171
16586,3.78,69.86500481
16587,3.78,69.86318792
16588,3.78,69.86137103
16589,3.78,69.85955413
16590,3.78,69.85773724
16591,3.78,69.85592035
16592,3.78,69.85410345
16593,3.78,69.85228656
16594,3.78,69.85046967
16595,3.78,69.84865277
16596,3.78,69.84683588
16597,3.78,69.84501899
16598,3.78,69.84320209
16599,3.78,69.8413852
16600,3.78,69.83956831
16601,3.78,69.83775141
16602,3.78,69.83593452
16603,3.78,69.83411763
16604,3.78,69.83230073
16605,3.78,69.83048384
16606,3.78,69.82866695
16607,3.78,69.82685005
16608,3.78,69.82503316
16609,3.78,69.82321626
16610,3.78,69.82139937
16611,3.78,69.81958248
16612,3.78,69.81776558
16613,3.78,69.81594869
16614,3.78,69.8141318
16615,3.78,69.8123149
16616,3.78,69.81049801
16617,3.78,69.80868112
16618,3.78,69.80686422
16619,3.78,69.80504733
16620,3.78,69.80323044
16621,3.78,69.80141354
16622,3.78,69.79959665
16623,3.78,69.79777976
16624,3.78,69.79596286
16625,3.78,69.79414597
16626,3.78,69.79232908
16627,3.78,69.79051218
16628,3.78,69.78869529
16629,3.78,69.7868784
16630,3.78,69.7850615
16631,3.78,69.78324461
16632,3.78,69.78142771
16633,3.78,69.77961082
16634,3.78,69.77779393
16635,3.78,69.77597703
16636,3.78,69.77416014
16637,3.78,69.77234325
16638,3.78,69.77052635
16639,3.78,69.76870946
16640,3.78,69.76689257
16641,3.78,69.76507567
16642,3.78,69.76325878
16643,3.78,69.76144189
16644,3.78,69.75962499
16645,3.78,69.7578081
16646,3.78,69.75599121
16647,3.78,69.75417431
16648,3.78,69.75235742
16649,3.78,69.75054053
16650,3.78,69.74872363
16651,3.78,69.74690674
16652,3.78,69.74508985
16653,3.78,69.74327295
16654,3.78,69.74145606
16655,3.78,69.73963916
16656,3.78,69.73782227
16657,3.78,69.73600538
16658,3.78,69.73418848
16659,3.78,69.73237159
