Data Point,Voltage,SOC
31098,3.54,43.4982467
31099,3.54,43.4964298
31100,3.54,43.49461291
31101,3.54,43.49279602
31102,3.54,43.49097912
31103,3.54,43.48916223
31104,3.54,43.48734534
31105,3.54,43.48552844
31106,3.54,43.48371155
31107,3.54,43.48189466
31108,3.54,43.48007776
31109,3.54,43.47826087
31110,3.54,43.47644398
31111,3.54,43.47462708
31112,3.54,43.47281019
31113,3.54,43.4709933
31114,3.54,43.4691764
31115,3.54,43.46735951
31116,3.54,43.46554262
31117,3.54,43.46372572
31118,3.54,43.46190883
31119,3.54,43.46009193
31120,3.54,43.45827504
31121,3.54,43.45645815
31122,3.54,43.45464125
31123,3.54,43.45282436
31124,3.54,43.45100747
31125,3.54,43.44919057
31126,3.54,43.44737368
31127,3.54,43.44555679
31128,3.54,43.44373989
31129,3.54,43.441923
31130,3.54,43.44010611
31131,3.54,43.43828921
31132,3.54,43.43647232
31133,3.54,43.43465543
31134,3.54,43.43283853
31135,3.54,43.43102164
31136,3.54,43.42920475
31137,3.54,43.42738785
31138,3.54,43.42557096
31139,3.54,43.42375407
31140,3.54,43.42193717
31141,3.54,43.42012028
31142,3.54,43.41830338
31143,3.54,43.41648649
31144,3.54,43.4146696
31145,3.54,43.4128527
31146,3.54,43.41103581
31147,3.54,43.40921892
31148,3.54,43.40740202
31149,3.54,43.40558513
31150,3.54,43.40376824
31151,3.54,43.40195134
31152,3.54,43.40013445
31153,3.54,43.39831756
31154,3.54,43.39650066
31155,3.54,43.39468377
31156,3.54,43.39286688
31157,3.54,43.39104998
31158,3.54,43.38923309
31159,3.54,43.3874162
31160,3.54,43.3855993
31161,3.54,43.38378241
31162,3.54,43.38196552
31163,3.54,43.38014862
31164,3.54,43.37833173
31165,3.54,43.37651483
31166,3.54,43.37469794
31167,3.54,43.37288105
31168,3.54,43.37106415
31169,3.54,43.36924726
31170,3.54,43.36743037
31171,3.54,43.36561347
31172,3.54,43.36379658
31173,3.54,43.36197969
31174,3.54,43.36016279
31175,3.539,43.3583459
31176,3.54,43.35652901
31177,3.539,43.35471211
31178,3.539,43.35289522
31179,3.539,43.35107833
31180,3.539,43.34926143
31181,3.539,43.34744454
31182,3.539,43.34562765
31183,3.539,43.34381075
31184,3.539,43.34199386
31185,3.539,43.34017697
31186,3.539,43.33836007
31187,3.539,43.33654318
31188,3.539,43.33472628
31189,3.539,43.33290939
31190,3.539,43.3310925
31191,3.539,43.3292756
31192,3.539,43.32745871
31193,3.539,43.32564182
31194,3.539,43.32382492
31195,3.539,43.32200803
31196,3.539,43.32019114
31197,3.539,43.31837424
31198,3.539,43.31655735
31199,3.539,43.31474046
31200,3.539,43.31292356
31201,3.539,43.31110667
31202,3.539,43.30928978
31203,3.539,43.30747288
31204,3.539,43.30565599
31205,3.539,43.3038391
31206,3.539,43.3020222
31207,3.539,43.30020531
31208,3.538,43.29838842
31209,3.538,43.29657152
31210,3.538,43.29475463
31211,3.538,43.29293774
31212,3.538,43.29112084
31213,3.538,43.28930395
31214,3.538,43.28748705
31215,3.538,43.28567016
31216,3.538,43.28385327
31217,3.538,43.28203637
31218,3.538,43.28021948
31219,3.538,43.27840259
31220,3.538,43.27658569
31221,3.538,43.2747688
31222,3.538,43.27295191
31223,3.538,43.27113501
31224,3.538,43.26931812
31225,3.537,43.26750123
31226,3.537,43.26568433
31227,3.537,43.26386744
31228,3.537,43.26205055
31229,3.538,43.26023365
31230,3.538,43.25841676
31231,3.538,43.25659987
31232,3.537,43.25478297
31233,3.537,43.25296608
31234,3.537,43.25114919
31235,3.537,43.24933229
31236,3.537,43.2475154
31237,3.537,43.2456985
31238,3.537,43.24388161
31239,3.537,43.24206472
31240,3.537,43.24024782
31241,3.537,43.23843093
31242,3.537,43.23661404
31243,3.537,43.23479714
31244,3.537,43.23298025
31245,3.537,43.23116336
31246,3.537,43.22934646
31247,3.537,43.22752957
31248,3.537,43.22571268
31249,3.537,43.22389578
31250,3.537,43.22207889
31251,3.537,43.220262
31252,3.537,43.2184451
31253,3.537,43.21662821
31254,3.536,43.21481132
31255,3.537,43.21299442
31256,3.536,43.21117753
31257,3.537,43.20936064
31258,3.537,43.20754374
31259,3.536,43.20572685
31260,3.536,43.20390995
31261,3.536,43.20209306
31262,3.536,43.20027617
31263,3.536,43.19845927
31264,3.536,43.19664238
31265,3.536,43.19482549
31266,3.536,43.19300859
31267,3.536,43.1911917
31268,3.536,43.18937481
31269,3.536,43.18755791
31270,3.536,43.18574102
31271,3.536,43.18392413
31272,3.536,43.18210723
31273,3.536,43.18029034
31274,3.536,43.17847345
31275,3.536,43.17665655
31276,3.536,43.17483966
31277,3.536,43.17302277
31278,3.536,43.17120587
31279,3.536,43.16938898
31280,3.536,43.16757209
31281,3.536,43.16575519
31282,3.536,43.1639383
31283,3.536,43.1621214
31284,3.536,43.16030451
31285,3.536,43.15848762
31286,3.536,43.15667072
31287,3.536,43.15485383
31288,3.536,43.15303694
31289,3.536,43.15122004
31290,3.536,43.14940315
31291,3.536,43.14758626
31292,3.536,43.14576936
31293,3.536,43.14395247
31294,3.536,43.14213558
31295,3.536,43.14031868
31296,3.536,43.13850179
31297,3.536,43.1366849
31298,3.536,43.134868
31299,3.536,43.13305111
31300,3.536,43.13123422
31301,3.536,43.12941732
31302,3.536,43.12760043
31303,3.536,43.12578354
31304,3.536,43.12396664
31305,3.536,43.12214975
31306,3.536,43.12033285
31307,3.536,43.11851596
31308,3.536,43.11669907
31309,3.536,43.11488217
31310,3.536,43.11306528
31311,3.536,43.11124839
31312,3.536,43.10943149
31313,3.536,43.1076146
31314,3.536,43.10579771
31315,3.536,43.10398081
31316,3.536,43.10216392
31317,3.536,43.10034703
31318,3.536,43.09853013
31319,3.536,43.09671324
31320,3.536,43.09489635
31321,3.536,43.09307945
31322,3.536,43.09126256
31323,3.536,43.08944567
31324,3.536,43.08762877
31325,3.536,43.08581188
31326,3.536,43.08399499
31327,3.536,43.08217809
31328,3.536,43.0803612
31329,3.536,43.0785443
31330,3.536,43.07672741
31331,3.536,43.07491052
31332,3.536,43.07309362
31333,3.536,43.07127673
31334,3.536,43.06945984
31335,3.536,43.06764294
31336,3.536,43.06582605
31337,3.536,43.06400916
31338,3.535,43.06219226
31339,3.536,43.06037537
31340,3.536,43.05855848
31341,3.535,43.05674158
31342,3.536,43.05492469
31343,3.535,43.0531078
31344,3.536,43.0512909
31345,3.535,43.04947401
31346,3.535,43.04765712
31347,3.535,43.04584022
31348,3.536,43.04402333
31349,3.535,43.04220644
31350,3.535,43.04038954
31351,3.535,43.03857265
31352,3.535,43.03675576
31353,3.535,43.03493886
31354,3.535,43.03312197
31355,3.535,43.03130507
31356,3.535,43.02948818
31357,3.535,43.02767129
31358,3.535,43.02585439
31359,3.535,43.0240375
31360,3.535,43.02222061
31361,3.535,43.02040371
31362,3.535,43.01858682
31363,3.535,43.01676993
31364,3.535,43.01495303
31365,3.535,43.01313614
31366,3.535,43.01131925
31367,3.535,43.00950235
31368,3.535,43.00768546
31369,3.535,43.00586857
31370,3.535,43.00405167
31371,3.535,43.00223478
31372,3.535,43.00041789
31373,3.535,42.99860099
31374,3.535,42.9967841
31375,3.535,42.99496721
31376,3.535,42.99315031
31377,3.535,42.99133342
31378,3.535,42.98951652
31379,3.535,42.98769963
31380,3.535,42.98588274
31381,3.535,42.98406584
31382,3.535,42.98224895
31383,3.535,42.98043206
31384,3.535,42.97861516
31385,3.535,42.97679827
31386,3.535,42.97498138
31387,3.535,42.97316448
31388,3.535,42.97134759
31389,3.535,42.9695307
31390,3.535,42.9677138
31391,3.535,42.96589691
31392,3.535,42.96408002
31393,3.535,42.96226312
31394,3.535,42.96044623
31395,3.535,42.95862934
31396,3.535,42.95681244
31397,3.535,42.95499555
31398,3.535,42.95317866
31399,3.535,42.95136176
31400,3.535,42.94954487
31401,3.535,42.94772797
31402,3.535,42.94591108
31403,3.535,42.94409419
31404,3.535,42.94227729
31405,3.535,42.9404604
31406,3.534,42.93864351
31407,3.535,42.93682661
31408,3.535,42.93500972
31409,3.535,42.93319283
31410,3.534,42.93137593
31411,3.534,42.92955904
31412,3.534,42.92774215
31413,3.534,42.92592525
31414,3.534,42.92410836
31415,3.534,42.92229147
31416,3.534,42.92047457
31417,3.534,42.91865768
31418,3.534,42.91684079
31419,3.534,42.91502389
31420,3.534,42.913207
31421,3.534,42.91139011
31422,3.534,42.90957321
31423,3.534,42.90775632
31424,3.534,42.90593942
31425,3.534,42.90412253
31426,3.534,42.90230564
31427,3.534,42.90048874
31428,3.534,42.89867185
31429,3.533,42.89685496
31430,3.533,42.89503806
31431,3.533,42.89322117
31432,3.534,42.89140428
31433,3.534,42.88958738
31434,3.534,42.88777049
31435,3.533,42.8859536
31436,3.533,42.8841367
31437,3.534,42.88231981
31438,3.533,42.88050292
31439,3.533,42.87868602
31440,3.533,42.87686913
31441,3.533,42.87505224
31442,3.533,42.87323534
31443,3.533,42.87141845
31444,3.533,42.86960156
31445,3.533,42.86778466
31446,3.533,42.86596777
31447,3.533,42.86415087
31448,3.533,42.86233398
31449,3.533,42.86051709
31450,3.533,42.85870019
31451,3.533,42.8568833
31452,3.533,42.85506641
31453,3.533,42.85324951
31454,3.533,42.85143262
31455,3.533,42.84961573
31456,3.533,42.84779883
31457,3.532,42.84598194
31458,3.533,42.84416505
31459,3.533,42.84234815
31460,3.532,42.84053126
31461,3.532,42.83871437
31462,3.532,42.83689747
31463,3.532,42.83508058
31464,3.532,42.83326369
31465,3.532,42.83144679
31466,3.532,42.8296299
31467,3.532,42.82781301
31468,3.532,42.82599611
31469,3.532,42.82417922
31470,3.532,42.82236232
31471,3.532,42.82054543
31472,3.532,42.81872854
31473,3.532,42.81691164
31474,3.532,42.81509475
31475,3.532,42.81327786
31476,3.532,42.81146096
31477,3.532,42.80964407
31478,3.532,42.80782718
31479,3.532,42.80601028
31480,3.532,42.80419339
31481,3.532,42.8023765
31482,3.532,42.8005596
31483,3.532,42.79874271
31484,3.532,42.79692582
31485,3.532,42.79510892
31486,3.532,42.79329203
31487,3.532,42.79147514
31488,3.532,42.78965824
31489,3.532,42.78784135
31490,3.532,42.78602446
31491,3.532,42.78420756
31492,3.532,42.78239067
31493,3.532,42.78057377
31494,3.532,42.77875688
31495,3.532,42.77693999
31496,3.531,42.77512309
31497,3.532,42.7733062
31498,3.531,42.77148931
31499,3.531,42.76967241
31500,3.531,42.76785552
31501,3.531,42.76603863
31502,3.531,42.76422173
31503,3.531,42.76240484
31504,3.531,42.76058795
31505,3.531,42.75877105
31506,3.531,42.75695416
31507,3.531,42.75513727
31508,3.531,42.75332037
31509,3.531,42.75150348
31510,3.531,42.74968659
31511,3.531,42.74786969
31512,3.531,42.7460528
31513,3.531,42.74423591
31514,3.531,42.74241901
31515,3.531,42.74060212
31516,3.531,42.73878523
31517,3.531,42.73696833
31518,3.531,42.73515144
31519,3.531,42.73333454
31520,3.531,42.73151765
31521,3.531,42.72970076
31522,3.531,42.72788386
31523,3.531,42.72606697
31524,3.531,42.72425008
31525,3.531,42.72243318
31526,3.531,42.72061629
31527,3.531,42.7187994
31528,3.531,42.7169825
31529,3.531,42.71516561
31530,3.531,42.71334872
31531,3.531,42.71153182
31532,3.531,42.70971493
31533,3.531,42.70789804
31534,3.531,42.70608114
31535,3.531,42.70426425
31536,3.531,42.70244736
31537,3.531,42.70063046
31538,3.531,42.69881357
31539,3.531,42.69699668
31540,3.531,42.69517978
31541,3.531,42.69336289
31542,3.531,42.69154599
31543,3.531,42.6897291
31544,3.531,42.68791221
31545,3.531,42.68609531
31546,3.531,42.68427842
31547,3.531,42.68246153
31548,3.531,42.68064463
31549,3.531,42.67882774
31550,3.531,42.67701085
31551,3.531,42.67519395
31552,3.531,42.67337706
31553,3.531,42.67156017
31554,3.531,42.66974327
31555,3.531,42.66792638
31556,3.531,42.66610949
31557,3.531,42.66429259
31558,3.531,42.6624757
31559,3.531,42.66065881
31560,3.531,42.65884191
31561,3.531,42.65702502
31562,3.531,42.65520813
31563,3.531,42.65339123
31564,3.531,42.65157434
31565,3.531,42.64975744
31566,3.531,42.64794055
31567,3.531,42.64612366
31568,3.531,42.64430676
31569,3.531,42.64248987
31570,3.531,42.64067298
31571,3.531,42.63885608
31572,3.531,42.63703919
31573,3.531,42.6352223
31574,3.531,42.6334054
31575,3.531,42.63158851
31576,3.531,42.62977162
31577,3.531,42.62795472
31578,3.531,42.62613783
31579,3.531,42.62432094
31580,3.531,42.62250404
31581,3.531,42.62068715
31582,3.531,42.61887026
31583,3.531,42.61705336
31584,3.531,42.61523647
31585,3.531,42.61341958
31586,3.531,42.61160268
31587,3.531,42.60978579
31588,3.531,42.60796889
31589,3.531,42.606152
31590,3.531,42.60433511
31591,3.531,42.60251821
31592,3.531,42.60070132
31593,3.531,42.59888443
31594,3.53,42.59706753
31595,3.531,42.59525064
31596,3.531,42.59343375
31597,3.53,42.59161685
31598,3.53,42.58979996
31599,3.53,42.58798307
31600,3.53,42.58616617
31601,3.53,42.58434928
31602,3.53,42.58253239
31603,3.53,42.58071549
31604,3.53,42.5788986
31605,3.53,42.57708171
31606,3.53,42.57526481
31607,3.53,42.57344792
31608,3.53,42.57163103
31609,3.53,42.56981413
31610,3.53,42.56799724
31611,3.53,42.56618034
31612,3.53,42.56436345
31613,3.53,42.56254656
31614,3.53,42.56072966
31615,3.53,42.55891277
31616,3.53,42.55709588
31617,3.53,42.55527898
31618,3.53,42.55346209
31619,3.53,42.5516452
31620,3.529,42.5498283
31621,3.53,42.54801141
31622,3.529,42.54619452
31623,3.529,42.54437762
31624,3.529,42.54256073
31625,3.529,42.54074384
31626,3.529,42.53892694
31627,3.529,42.53711005
31628,3.529,42.53529316
31629,3.529,42.53347626
31630,3.529,42.53165937
31631,3.529,42.52984248
31632,3.529,42.52802558
31633,3.529,42.52620869
31634,3.529,42.52439179
31635,3.528,42.5225749
31636,3.529,42.52075801
31637,3.529,42.51894111
31638,3.529,42.51712422
31639,3.529,42.51530733
31640,3.528,42.51349043
31641,3.528,42.51167354
31642,3.528,42.50985665
31643,3.528,42.50803975
31644,3.528,42.50622286
31645,3.528,42.50440597
31646,3.527,42.50258907
31647,3.528,42.50077218
31648,3.528,42.49895529
31649,3.528,42.49713839
31650,3.528,42.4953215
31651,3.528,42.49350461
31652,3.528,42.49168771
31653,3.528,42.48987082
31654,3.528,42.48805393
31655,3.527,42.48623703
31656,3.527,42.48442014
31657,3.527,42.48260324
31658,3.527,42.48078635
31659,3.527,42.47896946
31660,3.527,42.47715256
31661,3.527,42.47533567
31662,3.527,42.47351878
31663,3.527,42.47170188
31664,3.527,42.46988499
31665,3.527,42.4680681
31666,3.527,42.4662512
31667,3.527,42.46443431
31668,3.527,42.46261742
31669,3.527,42.46080052
31670,3.527,42.45898363
31671,3.527,42.45716674
31672,3.527,42.45534984
31673,3.527,42.45353295
31674,3.527,42.45171606
31675,3.527,42.44989916
31676,3.527,42.44808227
31677,3.527,42.44626538
31678,3.527,42.44444848
31679,3.527,42.44263159
31680,3.527,42.4408147
31681,3.526,42.4389978
31682,3.527,42.43718091
31683,3.526,42.43536401
31684,3.526,42.43354712
31685,3.526,42.43173023
31686,3.526,42.42991333
31687,3.526,42.42809644
31688,3.526,42.42627955
31689,3.526,42.42446265
31690,3.526,42.42264576
31691,3.526,42.42082887
31692,3.526,42.41901197
31693,3.526,42.41719508
31694,3.526,42.41537819
31695,3.526,42.41356129
31696,3.526,42.4117444
31697,3.526,42.40992751
31698,3.526,42.40811061
31699,3.526,42.40629372
31700,3.526,42.40447683
31701,3.526,42.40265993
31702,3.526,42.40084304
31703,3.526,42.39902615
31704,3.526,42.39720925
31705,3.526,42.39539236
31706,3.526,42.39357546
31707,3.526,42.39175857
31708,3.526,42.38994168
31709,3.526,42.38812478
31710,3.526,42.38630789
31711,3.526,42.384491
31712,3.526,42.3826741
31713,3.526,42.38085721
31714,3.526,42.37904032
31715,3.526,42.37722342
31716,3.526,42.37540653
31717,3.526,42.37358964
31718,3.526,42.37177274
31719,3.526,42.36995585
31720,3.526,42.36813896
31721,3.526,42.36632206
31722,3.526,42.36450517
31723,3.526,42.36268828
31724,3.526,42.36087138
31725,3.526,42.35905449
31726,3.526,42.3572376
31727,3.526,42.3554207
31728,3.526,42.35360381
31729,3.526,42.35178691
31730,3.526,42.34997002
31731,3.526,42.34815313
31732,3.526,42.34633623
31733,3.526,42.34451934
31734,3.526,42.34270245
31735,3.526,42.34088555
31736,3.526,42.33906866
31737,3.526,42.33725177
31738,3.526,42.33543487
31739,3.526,42.33361798
31740,3.526,42.33180109
31741,3.526,42.32998419
31742,3.526,42.3281673
31743,3.526,42.32635041
31744,3.526,42.32453351
31745,3.526,42.32271662
31746,3.526,42.32089973
31747,3.526,42.31908283
31748,3.526,42.31726594
31749,3.526,42.31544905
31750,3.526,42.31363215
31751,3.526,42.31181526
31752,3.526,42.30999836
31753,3.526,42.30818147
31754,3.526,42.30636458
31755,3.526,42.30454768
31756,3.526,42.30273079
31757,3.526,42.3009139
31758,3.526,42.299097
31759,3.526,42.29728011
31760,3.526,42.29546322
31761,3.526,42.29364632
31762,3.526,42.29182943
31763,3.526,42.29001254
31764,3.526,42.28819564
31765,3.526,42.28637875
31766,3.526,42.28456186
31767,3.526,42.28274496
31768,3.526,42.28092807
31769,3.526,42.27911118
31770,3.526,42.27729428
31771,3.526,42.27547739
31772,3.526,42.2736605
31773,3.526,42.2718436
31774,3.526,42.27002671
31775,3.526,42.26820981
31776,3.525,42.26639292
31777,3.525,42.26457603
31778,3.525,42.26275913
31779,3.525,42.26094224
31780,3.526,42.25912535
31781,3.525,42.25730845
31782,3.525,42.25549156
31783,3.525,42.25367467
31784,3.525,42.25185777
31785,3.525,42.25004088
31786,3.525,42.24822399
31787,3.525,42.24640709
31788,3.525,42.2445902
31789,3.525,42.24277331
31790,3.525,42.24095641
31791,3.525,42.23913952
31792,3.525,42.23732263
31793,3.525,42.23550573
31794,3.525,42.23368884
31795,3.525,42.23187195
31796,3.525,42.23005505
31797,3.525,42.22823816
31798,3.525,42.22642126
31799,3.525,42.22460437
31800,3.525,42.22278748
31801,3.525,42.22097058
31802,3.525,42.21915369
31803,3.525,42.2173368
31804,3.525,42.2155199
31805,3.525,42.21370301
31806,3.525,42.21188612
31807,3.525,42.21006922
31808,3.525,42.20825233
31809,3.525,42.20643544
31810,3.525,42.20461854
31811,3.525,42.20280165
31812,3.525,42.20098476
31813,3.525,42.19916786
31814,3.525,42.19735097
31815,3.525,42.19553408
31816,3.525,42.19371718
31817,3.525,42.19190029
31818,3.525,42.1900834
31819,3.525,42.1882665
31820,3.525,42.18644961
31821,3.524,42.18463271
31822,3.525,42.18281582
31823,3.525,42.18099893
31824,3.525,42.17918203
31825,3.525,42.17736514
31826,3.525,42.17554825
31827,3.525,42.17373135
31828,3.525,42.17191446
31829,3.525,42.17009757
31830,3.525,42.16828067
31831,3.525,42.16646378
31832,3.525,42.16464689
31833,3.525,42.16282999
31834,3.524,42.1610131
31835,3.524,42.15919621
31836,3.524,42.15737931
31837,3.524,42.15556242
31838,3.524,42.15374553
31839,3.524,42.15192863
31840,3.524,42.15011174
31841,3.524,42.14829485
31842,3.524,42.14647795
31843,3.524,42.14466106
31844,3.524,42.14284417
31845,3.524,42.14102727
31846,3.524,42.13921038
31847,3.523,42.13739348
31848,3.523,42.13557659
31849,3.523,42.1337597
31850,3.523,42.1319428
31851,3.524,42.13012591
31852,3.523,42.12830902
31853,3.523,42.12649212
31854,3.523,42.12467523
31855,3.523,42.12285834
31856,3.523,42.12104144
31857,3.523,42.11922455
31858,3.523,42.11740766
31859,3.523,42.11559076
31860,3.523,42.11377387
31861,3.523,42.11195698
31862,3.523,42.11014008
31863,3.523,42.10832319
31864,3.523,42.1065063
31865,3.522,42.1046894
31866,3.522,42.10287251
31867,3.522,42.10105562
31868,3.523,42.09923872
31869,3.522,42.09742183
31870,3.522,42.09560493
31871,3.522,42.09378804
31872,3.522,42.09197115
31873,3.522,42.09015425
31874,3.522,42.08833736
31875,3.522,42.08652047
31876,3.522,42.08470357
31877,3.522,42.08288668
31878,3.522,42.08106979
31879,3.522,42.07925289
31880,3.522,42.077436
31881,3.522,42.07561911
31882,3.522,42.07380221
31883,3.522,42.07198532
31884,3.522,42.07016843
31885,3.522,42.06835153
31886,3.522,42.06653464
31887,3.522,42.06471775
31888,3.522,42.06290085
31889,3.521,42.06108396
31890,3.521,42.05926707
31891,3.521,42.05745017
31892,3.521,42.05563328
31893,3.521,42.05381638
31894,3.521,42.05199949
31895,3.521,42.0501826
31896,3.521,42.0483657
31897,3.521,42.04654881
31898,3.521,42.04473192
31899,3.521,42.04291502
31900,3.521,42.04109813
31901,3.521,42.03928124
31902,3.521,42.03746434
31903,3.521,42.03564745
31904,3.521,42.03383056
31905,3.521,42.03201366
31906,3.521,42.03019677
31907,3.521,42.02837988
31908,3.521,42.02656298
31909,3.521,42.02474609
31910,3.521,42.0229292
31911,3.521,42.0211123
31912,3.521,42.01929541
31913,3.521,42.01747852
31914,3.521,42.01566162
31915,3.521,42.01384473
31916,3.521,42.01202783
31917,3.521,42.01021094
31918,3.521,42.00839405
31919,3.521,42.00657715
31920,3.521,42.00476026
31921,3.521,42.00294337
31922,3.521,42.00112647
31923,3.521,41.99930958
31924,3.521,41.99749269
31925,3.521,41.99567579
31926,3.521,41.9938589
31927,3.521,41.99204201
31928,3.521,41.99022511
31929,3.521,41.98840822
31930,3.521,41.98659133
31931,3.521,41.98477443
31932,3.521,41.98295754
31933,3.521,41.98114065
31934,3.521,41.97932375
31935,3.521,41.97750686
31936,3.521,41.97568997
31937,3.521,41.97387307
31938,3.521,41.97205618
31939,3.521,41.97023928
31940,3.521,41.96842239
31941,3.521,41.9666055
31942,3.521,41.9647886
31943,3.521,41.96297171
31944,3.521,41.96115482
31945,3.521,41.95933792
31946,3.521,41.95752103
31947,3.521,41.95570414
31948,3.521,41.95388724
31949,3.521,41.95207035
31950,3.521,41.95025346
31951,3.521,41.94843656
31952,3.521,41.94661967
31953,3.521,41.94480278
31954,3.521,41.94298588
31955,3.521,41.94116899
31956,3.521,41.9393521
31957,3.521,41.9375352
31958,3.521,41.93571831
31959,3.521,41.93390142
31960,3.521,41.93208452
31961,3.521,41.93026763
31962,3.521,41.92845073
31963,3.521,41.92663384
31964,3.521,41.92481695
31965,3.521,41.92300005
31966,3.52,41.92118316
31967,3.521,41.91936627
31968,3.521,41.91754937
31969,3.521,41.91573248
31970,3.521,41.91391559
31971,3.521,41.91209869
31972,3.52,41.9102818
31973,3.521,41.90846491
31974,3.521,41.90664801
31975,3.521,41.90483112
31976,3.52,41.90301423
31977,3.52,41.90119733
31978,3.52,41.89938044
31979,3.52,41.89756355
31980,3.52,41.89574665
31981,3.521,41.89392976
31982,3.52,41.89211287
31983,3.52,41.89029597
31984,3.52,41.88847908
31985,3.52,41.88666218
31986,3.52,41.88484529
31987,3.52,41.8830284
31988,3.52,41.8812115
31989,3.52,41.87939461
31990,3.52,41.87757772
31991,3.52,41.87576082
31992,3.52,41.87394393
31993,3.52,41.87212704
31994,3.52,41.87031014
31995,3.52,41.86849325
31996,3.52,41.86667636
31997,3.52,41.86485946
31998,3.52,41.86304257
31999,3.52,41.86122568
32000,3.52,41.85940878
32001,3.52,41.85759189
32002,3.52,41.855775
32003,3.52,41.8539581
32004,3.52,41.85214121
32005,3.52,41.85032432
32006,3.52,41.84850742
32007,3.52,41.84669053
32008,3.52,41.84487364
32009,3.52,41.84305674
32010,3.52,41.84123985
32011,3.52,41.83942295
32012,3.52,41.83760606
32013,3.52,41.83578917
32014,3.52,41.83397227
32015,3.52,41.83215538
32016,3.52,41.83033849
32017,3.52,41.82852159
32018,3.52,41.8267047
32019,3.52,41.82488781
32020,3.52,41.82307091
32021,3.52,41.82125402
32022,3.52,41.81943713
32023,3.52,41.81762023
32024,3.519,41.81580334
32025,3.52,41.81398645
32026,3.52,41.81216955
32027,3.52,41.81035266
32028,3.52,41.80853577
32029,3.52,41.80671887
32030,3.52,41.80490198
32031,3.52,41.80308509
32032,3.52,41.80126819
32033,3.52,41.7994513
32034,3.52,41.7976344
32035,3.52,41.79581751
32036,3.52,41.79400062
32037,3.52,41.79218372
32038,3.52,41.79036683
32039,3.52,41.78854994
32040,3.52,41.78673304
32041,3.52,41.78491615
32042,3.52,41.78309926
32043,3.519,41.78128236
32044,3.519,41.77946547
32045,3.519,41.77764858
32046,3.519,41.77583168
32047,3.519,41.77401479
32048,3.519,41.7721979
32049,3.519,41.770381
32050,3.519,41.76856411
32051,3.519,41.76674722
32052,3.519,41.76493032
32053,3.519,41.76311343
32054,3.519,41.76129654
32055,3.519,41.75947964
32056,3.519,41.75766275
32057,3.519,41.75584585
32058,3.519,41.75402896
32059,3.519,41.75221207
32060,3.519,41.75039517
32061,3.519,41.74857828
32062,3.519,41.74676139
32063,3.519,41.74494449
32064,3.519,41.7431276
32065,3.519,41.74131071
32066,3.519,41.73949381
32067,3.518,41.73767692
32068,3.518,41.73586003
32069,3.518,41.73404313
32070,3.519,41.73222624
32071,3.519,41.73040935
32072,3.518,41.72859245
32073,3.519,41.72677556
32074,3.518,41.72495867
32075,3.518,41.72314177
32076,3.518,41.72132488
32077,3.518,41.71950799
32078,3.518,41.71769109
32079,3.518,41.7158742
32080,3.518,41.7140573
32081,3.518,41.71224041
32082,3.518,41.71042352
32083,3.518,41.70860662
32084,3.518,41.70678973
32085,3.518,41.70497284
32086,3.518,41.70315594
32087,3.518,41.70133905
32088,3.517,41.69952216
32089,3.517,41.69770526
32090,3.517,41.69588837
32091,3.517,41.69407148
32092,3.517,41.69225458
32093,3.518,41.69043769
32094,3.518,41.6886208
32095,3.518,41.6868039
32096,3.517,41.68498701
32097,3.517,41.68317012
32098,3.517,41.68135322
32099,3.517,41.67953633
32100,3.517,41.67771944
32101,3.517,41.67590254
32102,3.517,41.67408565
32103,3.517,41.67226875
32104,3.517,41.67045186
32105,3.517,41.66863497
32106,3.517,41.66681807
32107,3.517,41.66500118
32108,3.517,41.66318429
32109,3.517,41.66136739
32110,3.517,41.6595505
32111,3.517,41.65773361
32112,3.517,41.65591671
32113,3.517,41.65409982
32114,3.517,41.65228293
32115,3.517,41.65046603
32116,3.517,41.64864914
32117,3.517,41.64683225
32118,3.517,41.64501535
32119,3.517,41.64319846
32120,3.517,41.64138157
32121,3.517,41.63956467
32122,3.517,41.63774778
32123,3.517,41.63593089
32124,3.517,41.63411399
32125,3.517,41.6322971
32126,3.517,41.6304802
32127,3.517,41.62866331
32128,3.517,41.62684642
32129,3.517,41.62502952
32130,3.517,41.62321263
32131,3.517,41.62139574
32132,3.517,41.61957884
32133,3.517,41.61776195
32134,3.517,41.61594506
32135,3.517,41.61412816
32136,3.517,41.61231127
32137,3.517,41.61049438
32138,3.517,41.60867748
32139,3.517,41.60686059
32140,3.517,41.6050437
32141,3.517,41.6032268
32142,3.517,41.60140991
32143,3.516,41.59959302
32144,3.516,41.59777612
32145,3.516,41.59595923
32146,3.516,41.59414234
32147,3.516,41.59232544
32148,3.516,41.59050855
32149,3.516,41.58869166
32150,3.516,41.58687476
32151,3.516,41.58505787
32152,3.516,41.58324097
32153,3.516,41.58142408
32154,3.516,41.57960719
32155,3.516,41.57779029
32156,3.516,41.5759734
32157,3.516,41.57415651
32158,3.516,41.57233961
32159,3.516,41.57052272
32160,3.516,41.56870583
32161,3.516,41.56688893
32162,3.516,41.56507204
32163,3.516,41.56325515
32164,3.516,41.56143825
32165,3.516,41.55962136
32166,3.516,41.55780447
32167,3.516,41.55598757
32168,3.516,41.55417068
32169,3.516,41.55235379
32170,3.516,41.55053689
32171,3.516,41.54872
32172,3.516,41.54690311
32173,3.516,41.54508621
